day,equity_a,equity_b,diff_pct
78,0.8788611131159176,0.8778720864869386,0.11253503132850429
79,0.890328643683141,0.8692730766092243,2.364920776536335
80,0.8960867647479726,0.872733072667888,2.606186476446043
81,0.8956429532111724,0.8737598213445628,2.4432874493291603
82,0.9020784515695917,0.8630791661181525,4.323269820222563
83,0.9087715992385447,0.8599392612783059,5.373444548790385
84,0.9092847411890245,0.8591647352189834,5.512025408509742
85,0.9025996167239027,0.849970103610047,5.830881393998483
86,0.8957589227115121,0.8467553507712416,5.47062057634145
87,0.8960610911735403,0.8466313081405044,5.516340740596094
88,0.8900613760484384,0.8518953781628508,4.288018659458218
89,0.8803618754726816,0.858906471260421,2.4371119206793095
90,0.8717586313801762,0.8646537997177416,0.814999864261298
91,0.8771722463026543,0.871551821035513,0.6407436271304588
92,0.8849498043899056,0.87312714093849,1.335969949116635
93,0.8864932550458111,0.8669590973919485,2.2035314473828804
94,0.8811381831419741,0.8756373334901845,0.6242891020991339
95,0.8905937423019725,0.8751440538720825,1.7347627426570804
96,0.880612128087326,0.8807152009865776,0.011703317841696969
97,0.8860510379037131,0.8946457413085389,0.960682313454588
98,0.8938372885882017,0.8936097917507024,0.02545170585337261
99,0.8960472351847146,0.8961752324994876,0.014282621314581963
100,0.8960192709486545,0.9074818633015008,1.263120819973675
101,0.9014742684576172,0.9101310699429963,0.9511598682068131
102,0.9094946706548626,0.9165524636898723,0.7700369934740419
103,0.9172335481989303,0.9020048646404102,1.660284186990654
104,0.9229309577188064,0.9041390262750921,2.0361145421063767
105,0.9330174368866606,0.9050482103600749,2.9977174510172984
106,0.9372648118289851,0.8934899310620211,4.670492289318042
107,0.9489399449598311,0.8911873127803895,6.086015504583515
108,0.9516935750598792,0.8891783270416714,6.568842078635906
109,0.9564402828824646,0.9014977437074718,5.7444819251454105
110,0.9414578293399374,0.9024882469538701,4.139280716735782
111,0.9425844312722469,0.9052179222707671,3.964261212233748
112,0.945707384117485,0.912633383612038,3.497276331019763
113,0.9589918296673569,0.9076300218192835,5.355812871303509
114,0.966234049939538,0.9087596321622138,5.94829149116828
115,0.9640811328989538,0.9041333722607372,6.218124034639706
116,0.9684402291410332,0.9154326154866743,5.473503894130306
117,0.9601898307324293,0.9062161541292947,5.621146452047263
118,0.9596895643107837,0.911421248072508,5.0295760247159
119,0.9658177762449496,0.9206728695507093,4.674267527955576
120,0.9743397934547454,0.9214477949723668,5.428496181484886
121,0.9747932353935,0.9155481831362766,6.0777044922052275
122,0.9690900657716481,0.9039604744462457,6.720695384854894
123,0.9599799737173212,0.9065475129021688,5.565997445576536
124,0.9585484315227396,0.9017290362265036,5.927649916027024
125,0.9647460925098087,0.8877781823320555,7.978048397948875
126,0.9502841745045697,0.8890431260847155,6.444498399837315
127,0.9509489441921853,0.8908529441364342,6.319582183962738
128,0.9544044240365587,0.8832496915140661,7.455406820260821
129,0.9668632612280589,0.8895937901330357,7.991768246202624
130,0.9687942114598184,0.8832089179039879,8.834207775340344
131,0.9679434664989934,0.8897510658218557,8.078199128711102
132,0.9800744734736904,0.895693140073128,8.609685864125058
133,0.9828794549123795,0.8991116753151026,8.522691076572
134,0.9878897784822588,0.9081847204415856,8.068213658726966
135,0.97248943859277,0.9044872203760372,6.9925919519634725
136,0.9735429677634905,0.9055343601838503,6.98568114932571
137,0.976788082238251,0.8968641869435143,8.182316793996488
138,0.9902529756566566,0.8827479229358716,10.856322107943809
139,0.9749387849979461,0.8855540034082791,9.168245531421269
140,0.9782644675331579,0.8938901114391731,8.624902456770972
141,0.9912079475271991,0.9086753685675046,8.326464609731122
142,1.0074088435333866,0.9061726757710861,10.049164091832337
143,1.0033903486153413,0.9001813113096627,10.286030501300413
144,0.9901107694820589,0.9136861950638104,7.718790338804944
145,0.9880824391842115,0.9130193156245429,7.596848257078916
146,0.9909995760553459,0.9103802009978326,8.135157370946331
147,0.9915631165535085,0.8990821974648152,9.326780872017505
148,0.9801907094945529,0.8960991003957082,8.57910693136518
149,0.9753026498144214,0.8862713270553153,9.128584114484543
150,0.9638074246399241,0.8767681690071416,9.030772476700946
151,0.9602694335670088,0.8774415240764124,8.625486409884413
152,0.9469823464417368,0.8717906881072394,7.940133057076334
153,0.9433422425885029,0.8619481659317381,8.628265859633496
154,0.9430432781734475,0.8556097284297904,9.271424945947812
155,0.9504470951342762,0.860924396080451,9.419009170750074
156,0.9565297830879147,0.8689791417010916,9.15294462700241
157,0.9573734861916755,0.8693405353108327,9.195256830333589
158,0.9484713020082638,0.8649075824557451,8.810358244428008
159,0.9414974166918694,0.8558252966545056,9.099559756455745
160,0.9424380762940616,0.8534832383464223,9.438799236278255
161,0.9346207374497134,0.8478724143952229,9.281660418877445
162,0.9282995596410603,0.8543093254113097,7.970512692945792
163,0.929369502839006,0.8533541404749434,8.179240025829714
164,0.9274120997746591,0.8519537724550528,8.13643981331935
165,0.9393043037729746,0.8630680576902182,8.116245797717788
166,0.9404645593432045,0.8646105284132196,8.065591645788261
167,0.9361510843493176,0.8625836126776775,7.858504134807902
168,0.924513889029035,0.8748119167939132,5.376011417991884
169,0.9273400110792535,0.8764495826010438,5.487785264326357
170,0.9261016038854183,0.8769739723321347,5.304777720627066
171,0.9368675608463116,0.8681847492484835,7.3311121516240805
172,0.9474966074031794,0.8643170318831628,8.778878454033558
173,0.9461744496059828,0.8651132940649524,8.567252642975816
174,0.9519316826139311,0.8569623286535651,9.976488407191937
175,0.9366478367462029,0.8468207440918623,9.59027386070614
176,0.9380952300835548,0.8470935048265281,9.700691607708235
177,0.9345964915327137,0.8500996416254023,9.040997978575632
178,0.9252886148524064,0.8603979903029824,7.013014480868201
179,0.9290969265300772,0.8637129440564909,7.037369364440546
180,0.9281386506495437,0.8754640113194502,5.675298544374807
181,0.9372488389387831,0.8771340147438669,6.413966248598643
182,0.9496186388612939,0.8611619116362305,9.314973780541381
183,0.9486373510812744,0.8670926341663279,8.595984210615406
184,0.9540797387046236,0.8739716233260691,8.39637528487075
185,0.9691487780989357,0.881490901276946,9.044831794963189
186,0.9676894787404233,0.8863643319906328,8.404054041762036
187,0.970834623518007,0.8943046281042903,7.882907506573613
188,0.9838734269092011,0.8990335367640165,8.623049248489785
189,0.9856358626508082,0.8992388338953253,8.765613349652602
190,0.9823803745642015,0.8936357371697663,9.03363296867607
191,0.9784180003097018,0.8863208697877145,9.412861424548149
192,0.9857491080453872,0.8817719466979821,10.548035042464136
193,0.989594261961942,0.8702998140077318,12.054884768399964
194,1.0026374380386975,0.86948957845889,13.279761410092949
195,0.9992333271464401,0.8710962419331019,12.823539981324044
196,0.9973616033191786,0.8591433579788829,13.858388460144349
197,0.985938074466312,0.8538516694468471,13.3970285193584
198,0.9821390879069749,0.8548509815550173,12.960293294427352
199,0.9841419279939468,0.8469029038039356,13.945043929766939
200,0.99529380431418,0.8341719693251256,16.18836913187433
201,1.0010849309207854,0.8354085632654361,16.54968150434172
202,1.0025205723282546,0.831953010711819,17.013871468024778
203,1.004673831643334,0.8448098662972583,15.912026402099864
204,0.9922116961071655,0.8433065614716371,15.007395621291458
205,0.9907811557577526,0.8414459495046288,15.07247139141557
206,0.9949877828092926,0.8442774367672996,15.146954429578088
207,0.980131154045358,0.836509948385755,14.6532640113342
208,0.9821703003788749,0.8347152555392804,15.013185064007056
209,0.9797168369528487,0.8369000469056874,14.577353849644487
210,0.9673514460901953,0.8280293119980211,14.402431986356268
211,0.9648916783935879,0.826263103321548,14.367268179039277
212,0.9657223583280222,0.8267125508021852,14.39438637068608
213,0.9541445293231834,0.8170966279030394,14.363432080605032
214,0.9513292541294377,0.813621998795995,14.475246581107063
215,0.9526580586357396,0.803104093212116,15.698598680600403
216,0.941396568273681,0.8011878827465398,14.893689891418848
217,0.9299768472894001,0.8009305416604691,13.876292297497708
218,0.9316071018901281,0.8086138586988996,13.202265519626117
219,0.9278844413103762,0.8124507298513663,12.440526677653105
220,0.9385851646779421,0.8200528089563845,12.628833288903483
221,0.9384977960949938,0.8244868610299294,12.1482368461017
222,0.9390224899929104,0.8233294003885243,12.320587721520871
223,0.9285846177518821,0.8257371737174279,11.07572127174036
224,0.9252395428985011,0.8160758379686784,11.798426231097423
225,0.9202407276737596,0.8155439289804277,11.37710987406424
226,0.9242386039934283,0.8192198191878416,11.362735158629384
227,0.9181642462550119,0.8290441363521118,9.706336340845468
228,0.9114688243122362,0.8304705212754765,8.886568676430409
229,0.9045318657201221,0.8280520819890707,8.455178488395635
230,0.9046191745489669,0.8388942167311505,7.265483605362016
231,0.8991388779216662,0.8393067203645566,6.654384436741297
232,0.8909799381624337,0.8415930211138771,5.542988672720585
233,0.8898186143224793,0.8337281571295588,6.303583257316839
234,0.8962739995419059,0.8378116611680236,6.522819852384752
235,0.8869186788017283,0.8363507752190726,5.701526508718409
236,0.8904984914956406,0.8344687795522882,6.291949113720287
237,0.8981220665532283,0.8441714942192157,6.007042287810799
238,0.9068987353680926,0.8457611932788827,6.741385747372933
239,0.9074274403790259,0.8441721956726913,6.970832255184319
240,0.9101839173856248,0.8547515143702805,6.090241978188982
241,0.8970235212446656,0.8562911872080006,4.540832327356011
242,0.8891118127275769,0.8544881254020062,3.894188203320982
243,0.8929411751518731,0.8658605812807005,3.0327410835956408
244,0.9061993458836166,0.8667619013221669,4.351961269956011
245,0.8908027266987161,0.8634818125443694,3.0669993855538626
246,0.8948875013173239,0.8520682550598707,4.7848747685514486
247,0.9061800025823721,0.8507467148710207,6.117249062369643
248,0.9084927183901501,0.8538425309678543,6.015478860318875
249,0.9134316188538771,0.8450512459842351,7.48609654606022
250,0.902753710432057,0.8483202502520197,6.029713259664749
251,0.9164249117085744,0.8478869250903411,7.478843682943066
